Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 8110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,19:55,05h 40m,376.0,30 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,19:40,05h 20m,456.0,32 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 8101,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,19:10,04h 40m,376.0,31 Seats available,2.1,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 7904,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,20:20,05h 40m,376.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 7894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,20:55,05h 40m,376.0,28 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),15:15,20:00,04h 45m,764.0,25 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,21:30,04h 00m,475.0,27 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),17:30,21:45,04h 15m,1049.0,29 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,22:00,04h 00m,500.0,37 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,21:45,03h 45m,470.0,43 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 8021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,20:25,06h 10m,429.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8030,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,17:55,02h 55m,429.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8139,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:40,06h 10m,429.0,31 Seats available,2.1,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8047,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:50,05h 20m,429.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,21:35,05h 20m,429.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8099,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:05,05h 35m,429.0,31 Seats available,1.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8092,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,00:10,06h 55m,429.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8034,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,00:10,06h 10m,429.0,28 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8049,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:55,06h 25m,429.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,01:20,05h 20m,429.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8032,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:40,06h 10m,429.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:25,06h 25m,429.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8042,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,03:35,06h 15m,429.0,30 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8053,LAHARI A/C SLEEPER CUM SEATER,21:30,04:00,06h 30m,520.0,39 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 8011,RAJDHANI (A.C. Semi Sleeper),21:45,03:05,05h 20m,520.0,26 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
DNR Express,AC Sleeper (2+1),21:30,02:00,04h 30m,832.0,23 Seats available,2.0,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TSRTC - 7092,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:10,17:10,03h 00m,283.0,31 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:30,04h 00m,283.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7279,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,17:40,03h 00m,283.0,31 Seats available,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7360,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:15,03h 15m,283.0,30 Seats available,2.1,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 9593,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,18:15,03h 00m,283.0,31 Seats available,2.2,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7077,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,18:40,03h 00m,283.0,31 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7172,RAJDHANI (A.C. Semi Sleeper),15:40,18:40,03h 00m,343.0,29 Seats available,2.3,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:40,18:55,03h 15m,283.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7123,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,18:50,03h 00m,283.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7096,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,19:10,03h 00m,283.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7468,RAJDHANI (A.C. Semi Sleeper),16:30,20:40,04h 10m,343.0,29 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,20:05,03h 15m,283.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7125,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,20:10,03h 00m,283.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 8344,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,20:20,03h 00m,283.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:30,04h 00m,283.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,832.0,23 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,2000.0,36 Seats available,2.8,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 6904,Deluxe (Non AC Seater 2+2),14:10,20:15,06h 05m,396.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,14:35,19:50,05h 15m,548.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6912,Deluxe (Non AC Seater 2+2),14:55,21:00,06h 05m,396.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,15:20,20:45,05h 25m,548.0,43 Seats available,3.2,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,16:20,21:45,05h 25m,548.0,38 Seats available,3.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6914,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,23:05,06h 15m,451.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6908,Deluxe (Non AC Seater 2+2),18:25,00:30,06h 05m,396.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6631,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:30,07h 00m,470.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8754,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,03:40,06h 25m,451.0,31 Seats available,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8929,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:45,07h 15m,497.0,28 Seats available,4.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8718,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:30,06h 45m,451.0,31 Seats available,4.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 7646,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:30,06h 30m,451.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 1323,LAHARI A/C SLEEPER CUM SEATER,22:05,03:30,05h 25m,548.0,32 Seats available,3.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 9998,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,451.0,24 Seats available,3.5,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8874,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,04:20,06h 05m,451.0,31 Seats available,4.9,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,800.0,7 Seats available,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,580.0,24 Seats available,4.6,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,610.0,13 Seats available,4.3,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
SAIRAJ TRAVELS,NON A/C Seater (2+2),23:00,06:15,07h 15m,500.0,13 Seats available,4.4,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:20,05:00,05h 40m,560.0,14 Seats available,4.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,819.0,16 Seats available,4.7,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:05,07h 20m,506.0,25 Seats available,4.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,942.0,18 Seats available,4.6,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
AdPavan Tours and Travels,A/C Sleeper (2+1),21:57,05:00,07h 03m,732.0,11 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:45,05:10,06h 25m,449.0,23 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,553.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,900.0,16 Seats available,4.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),22:20,05:00,06h 40m,399.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),16:00,22:40,06h 40m,500.0,23 Seats available,4.5,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
Sri KVR Travels,A/C Sleeper (2+1),22:40,05:30,06h 50m,950.0,19 Seats available,4.3,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),14:30,19:15,04h 45m,476.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 8012,RAJDHANI (A.C. Semi Sleeper),14:55,19:25,04h 30m,476.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,19:50,04h 50m,392.0,24 Seats available,4.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 9510,RAJDHANI (A.C. Semi Sleeper),15:30,20:15,04h 45m,476.0,34 Seats available,1.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7225,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,20:50,04h 50m,392.0,31 Seats available,3.1,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7248,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,21:15,04h 45m,392.0,31 Seats available,2.6,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,17:30,21:40,04h 10m,476.0,29 Seats available,3.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7100,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,02:00,05h 00m,392.0,31 Seats available,4.0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:20,04h 50m,392.0,27 Seats available,4.6,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7190,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,03:35,04h 45m,392.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),16:30,21:55,05h 25m,600.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),17:00,21:40,04h 40m,600.0,16 Seats available,2.8,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),14:25,17:10,02h 45m,351.0,12 Seats available,2.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:00,03h 15m,289.0,33 Seats available,1.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),14:45,17:50,03h 05m,351.0,20 Seats available,3.1,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,18:30,03h 00m,289.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),16:10,19:15,03h 05m,351.0,34 Seats available,1.9,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,19:00,02h 50m,289.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,20:00,03h 00m,289.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),17:20,20:10,02h 50m,351.0,36 Seats available,2.9,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,20:20,03h 00m,289.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:40,20:50,03h 10m,289.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),17:45,20:30,02h 45m,351.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),18:05,20:50,02h 45m,351.0,35 Seats available,1.5,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,21:20,02h 50m,289.0,33 Seats available,2.5,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,21:50,02h 50m,289.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 97666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,22:20,02h 50m,289.0,33 Seats available,3.2,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
APSRTC - 3793,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,02:45,03h 05m,318.0,2 Seats available,4.7,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),16:45,20:35,03h 50m,477.0,1 Seat available,3.4,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
NueGo,Electric A/C Seater (2+2),18:20,22:10,03h 50m,332.0,2 Seats available,4.3,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
Morning Star Travels,A/C Sleeper (2+1),17:10,21:30,04h 20m,600.0,18 Seats available,2.6,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,627.0,30 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,22:40,07h 00m,627.0,37 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1320,LAHARI A/C SLEEPER CUM SEATER,15:55,23:50,07h 55m,627.0,35 Seats available,2.9,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,23:30,07h 30m,517.0,33 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8760,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,00:30,07h 30m,517.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,01:50,07h 30m,517.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 7645,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,04:45,09h 15m,517.0,31 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,02:40,07h 00m,627.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8719,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:30,09h 30m,517.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 34330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,04:10,07h 30m,517.0,30 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Sleeper (2+1),22:00,05:30,07h 30m,780.0,14 Seats available,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,580.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:50,08h 30m,450.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,05:45,07h 30m,560.0,24 Seats available,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,06:30,07h 55m,450.0,23 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,22:15,07h 15m,548.0,36 Seats available,2.5,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 64188,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:25,06h 25m,451.0,31 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,21:30,05h 50m,548.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
